1237,48.937228782651005,491.48665057255516,2
1614,695.1323532116866,188.82123232933634,3
1623,695.1323532116866,188.82123232933634,6
1727,695.1323532116866,188.82123232933634,2
1812,695.1323532116866,188.82123232933634,1
1829,695.1323532116866,188.82123232933634,5
1866,331.5599660701454,152.7013261839062,3
2848,165.88022404953048,449.75038991693225,6
2869,797.3334044007207,587.0041833081347,5
3130,48.937228782651005,491.48665057255516,4
3137,165.88022404953048,449.75038991693225,6
3140,797.3334044007207,587.0041833081347,4
4280,298.70033446343905,335.57694862385716,4
4290,298.70033446343905,335.57694862385716,1
4312,165.88022404953048,449.75038991693225,6
4371,165.88022404953048,449.75038991693225,4
